Date,Open,High,Low,Close,Volume,Asset
2015-07-01,60.79420555267443,60.91448292834065,60.76413477490427,60.81675720214844,5399300.0,BND
2015-07-01,175.1109794107984,175.3638741746747,174.12470140816666,174.91709899902344,135979900.0,SPY
2015-07-01,18.073999404907227,18.174667358398438,17.856666564941406,17.94333267211914,31518000.0,TSLA
2015-07-02,60.93698552085218,61.02719778153781,60.93698552085218,60.96705627441406,1060100.0,BND
2015-07-02,175.3975959243057,175.56618814172808,174.33544051529762,174.75692749023438,104373700.0,SPY
2015-07-02,18.68000030517578,18.829999923706055,18.220666885375977,18.667999267578125,107458500.0,TSLA
2015-07-06,61.22266790662165,61.22266790662165,61.05728159436252,61.17755889892578,2210700.0,BND
2015-07-06,173.45875980949862,175.04354214835712,173.2564414233038,174.25958251953125,117975400.0,SPY
2015-07-06,18.591999053955078,18.779333114624023,18.420000076293945,18.648000717163086,61828500.0,TSLA
2015-07-07,61.41061450587746,61.47075029892485,61.237709045410156,61.237709045410156,4183200.0,BND
2015-07-07,174.46190311735685,175.4818944449592,172.05942209404085,175.35545349121094,173820200.0,SPY
2015-07-07,18.333332061767578,18.34666633605957,17.384666442871094,17.858667373657227,91576500.0,TSLA
2015-07-08,61.37302031247092,61.46323259883291,61.3128787882296,61.41061019897461,1967800.0,BND
2015-07-08,174.00668771775156,174.2932957843987,172.17743572142746,172.41346740722656,164020100.0,SPY
2015-07-08,17.288000106811523,17.386667251586914,16.95400047302246,16.997333526611328,93316500.0,TSLA
2015-07-09,61.31287877185647,61.3279170206185,61.17756321005534,61.20763397216797,1670900.0,BND
2015-07-09,174.5293207925428,174.79065352152926,172.61577918893985,172.72535705566406,144113100.0,SPY
2015-07-09,17.27199935913086,17.530000686645508,17.119333267211914,17.19466781616211,50011500.0,TSLA
2015-07-10,60.90694355992854,61.01219411485527,60.85432115017144,60.92198181152344,2038300.0,BND
2015-07-10,174.740101412253,175.32175561887746,172.7675450389075,174.9002685546875,129456900.0,SPY
2015-07-10,17.481332778930664,17.53333282470703,17.187999725341797,17.27666664123535,39163500.0,TSLA
2015-07-13,60.78668248840498,60.899446463887934,60.77164423278643,60.7791633605957,2846500.0,BND
2015-07-13,176.17310886993573,176.94020529481128,176.1309576050445,176.83062744140625,106069400.0,SPY
2015-07-13,17.483333587646484,17.503332138061523,17.06999969482422,17.477333068847656,44404500.0,TSLA
2015-07-14,60.89192581176758,60.94454823428712,60.861855036697285,60.89192581176758,1567700.0,BND
2015-07-14,176.78850000389795,177.90965691476003,176.72948565254435,177.59774780273438,81709600.0,SPY
2015-07-14,17.47333335876465,17.732667922973633,17.367332458496094,17.709999084472656,28614000.0,TSLA
